,age_upon_outcome,animal_id,animal_type,breed,color,date_of_birth,datetime,monthyear,outcome_subtype,outcome_type,sex_upon_outcome,location_lat,location_long,age_upon_outcome_in_weeks,name,breed_id,Chip_ID
132.0,2 years,A684391,Dog,Jack Russell Terrier Mix,White/Black,2012-07-22,8/22/2014 18:25,2014-08-22T18:25:00,,Adoption,Neutered Male,30.70276111,-97.26885632,108.8239087,,,
133.0,2 years,A753658,Dog,Beagle Mix,Red,2015-07-09,7/11/2017 11:49,2017-07-11T11:49:00,Partner,Transfer,Intact Female,30.56228725,-97.58571392,104.784623,,,
134.0,3 years,A731736,Dog,Pit Bull Mix,White,2013-07-26,3/2/2017 13:06,2017-03-02T13:06:00,Partner,Transfer,Spayed Female,30.28601105,-97.39748006,187.935119,Novah,,
135.0,2 months,A688274,Dog,Chihuahua Shorthair Mix,Sable/White,2014-07-17,9/20/2014 15:33,2014-09-20T15:33:00,Offsite,Adoption,Spayed Female,30.50137197,-97.52907822,9.37827381,,,
136.0,2 years,A750398,Dog,Chihuahua Shorthair Mix,White/Tan,2015-05-26,5/30/2017 18:04,2017-05-30T18:04:00,,Adoption,Neutered Male,30.73005867,-97.42570446,105.1075397,,,
137.0,2 years,A765203,Other,Fox Mix,Brown,2016-01-15,1/17/2018 8:35,2018-01-17T08:35:00,,Euthanasia,Unknown,30.70631818,-97.63959111,104.765377,,,
138.0,4 months,A721005,Dog,Labrador Retriever Mix,Black,2015-10-19,2/23/2016 17:00,2016-02-23T17:00:00,,Adoption,Spayed Female,30.27628227,-97.54219909,18.24404762,,,
139.0,6 months,A690312,Cat,Domestic Shorthair Mix,Blue Tabby,2014-04-18,10/20/2014 9:00,2014-10-20T09:00:00,SCRP,Transfer,Intact Female,30.52814344,-97.60996465,26.48214286,,,
140.0,3 years,A759566,Dog,Chihuahua Shorthair/Rat Terrier,Cream,2014-04-03,10/21/2017 11:35,2017-10-21T11:35:00,,Adoption,Neutered Male,30.54029858,-97.46834848,185.3546627,Hiro,,
141.0,10 months,A693176,Dog,Beagle Mix,Tan/White,2014-02-03,12/7/2014 17:06,2014-12-07T17:06:00,,Adoption,Spayed Female,30.59818808,-97.35274981,43.95892857,Dakota,,
142.0,13 years,A634994,Cat,Domestic Shorthair Mix,Brown Tabby/White,2004-04-30,4/30/2017 15:50,2017-04-30T15:50:00,,Return to Owner,Spayed Female,30.6803902,-97.24908104,678.3799603,Jolie,,
143.0,8 years,A710709,Dog,Australian Kelpie Mix,Black/Tan,2007-08-26,9/13/2015 16:02,2015-09-13T16:02:00,,Adoption,Spayed Female,30.32102391,-97.26504888,420.0954365,*Gwen,,
144.0,7 years,A726589,Cat,Domestic Shorthair Mix,Black/White,2009-05-19,11/12/2016 14:56,2016-11-12T14:56:00,Foster,Adoption,Neutered Male,30.3459586,-97.26629977,390.6603175,Kramer,,
145.0,2 months,A726388,Cat,Domestic Longhair Mix,Blue Tabby/White,2016-04-10,6/28/2016 16:50,2016-06-28T16:50:00,,Adoption,Spayed Female,30.36481523,-97.3592239,11.3859127,*Cobalt,,
146.0,3 months,A682162,Cat,Domestic Shorthair Mix,Calico,2014-03-25,7/13/2014 11:25,2014-07-13T11:25:00,Foster,Adoption,Spayed Female,30.51352275,-97.2540721,15.78224206,Khalesi,,
147.0,2 years,A663015,Dog,Miniature Pinscher Mix,Black/Tan,2011-09-11,7/15/2014 17:10,2014-07-15T17:10:00,,Adoption,Neutered Male,30.37585681,-97.30292432,148.3878968,Bugs,,
148.0,1 year,A691834,Dog,Miniature Schnauzer/Jack Russell Terrier,Brown/Black,2013-11-10,1/20/2015 18:53,2015-01-20T18:53:00,,Return to Owner,Spayed Female,30.62604312,-97.71655576,62.39811508,Fifi,,
149.0,12 years,A716224,Dog,Australian Shepherd Mix,Brown/Red Tick,2003-11-17,11/17/2015 16:45,2015-11-17T16:45:00,,Return to Owner,Neutered Male,30.7187957,-97.59758949,626.2425595,Skylos,,
150.0,8 years,A697686,Cat,Domestic Longhair Mix,Black/White,2007-02-26,8/12/2015 12:02,2015-08-12T12:02:00,Suffering,Euthanasia,Spayed Female,30.33585544,-97.52633892,441.3573413,*Remy,,
151.0,2 months,A749815,Cat,Domestic Medium Hair Mix,Black,2017-04-20,7/6/2017 16:01,2017-07-06T16:01:00,Foster,Adoption,Spayed Female,30.45894011,-97.3632575,11.0953373,,,
152.0,2 years,A716434,Dog,Blue Lacy,Brown/White,2013-11-19,11/27/2015 18:58,2015-11-27T18:58:00,,Adoption,Spayed Female,30.44966548,-97.72840732,105.5414683,*Bonnie,,
153.0,3 months,A749370,Cat,Domestic Medium Hair Mix,Tortie,2017-02-11,5/18/2017 17:37,2017-05-18T17:37:00,,Adoption,Spayed Female,30.27288419,-97.54763633,13.81914683,,,
154.0,3 years,A665831,Dog,Labrador Retriever/Pit Bull,Red,2013-03-23,11/18/2016 19:13,2016-11-18T19:13:00,,Return to Owner,Neutered Male,30.60684677,-97.73914785,190.9715278,Smokey,,
155.0,4 months,A751678,Dog,Chihuahua Shorthair Mix,Cream,2017-02-11,6/22/2017 18:45,2017-06-22T18:45:00,,Adoption,Spayed Female,30.73370713,-97.24483533,18.82589286,Canela,,
156.0,1 weeks,A687008,Cat,Domestic Shorthair Mix,Black/White,2014-08-20,8/30/2014 12:58,2014-08-30T12:58:00,Partner,Transfer,Intact Male,30.71226628,-97.61046441,1.505753968,,,
157.0,2 weeks,A677571,Cat,Domestic Medium Hair Mix,Blue Tabby/White,2014-04-06,4/26/2014 15:25,2014-04-26T15:25:00,Partner,Transfer,Intact Male,30.61467282,-97.59343759,2.94890873,,,
158.0,7 months,A662943,Cat,Domestic Shorthair Mix,Black,2013-03-10,10/13/2013 18:25,2013-10-13T18:25:00,,Adoption,Neutered Male,30.33746674,-97.33105616,31.10962302,*Harry,,
159.0,4 years,A703522,Dog,Miniature Schnauzer Mix,White,2010-12-25,6/8/2015 17:03,2015-06-08T17:03:00,,Adoption,Spayed Female,30.43781327,-97.73869907,232.3872024,Bella,,
160.0,1 year,A703739,Other,Rex Mix,Brown/White,2014-05-28,6/3/2015 9:37,2015-06-03T09:37:00,In Kennel,Died,Unknown,30.65261266,-97.61244559,53.05724206,,,
161.0,2 years,A696155,Dog,Pit Bull Mix,Red,2013-01-30,12/5/2015 12:30,2015-12-05T12:30:00,,Return to Owner,Neutered Male,30.4738122,-97.72393135,148.5029762,Brurdaoex,,
162.0,2 months,A675365,Dog,Labrador Retriever Mix,Cream,2013-12-30,3/30/2014 18:16,2014-03-30T18:16:00,,Adoption,Spayed Female,30.74723691,-97.55756004,12.96587302,,,
163.0,11 months,A659830,Dog,Labrador Retriever/Doberman Pinsch,Black,2013-07-23,6/25/2014 13:29,2014-06-25T13:29:00,Foster,Adoption,Neutered Male,30.537151,-97.39774578,48.22311508,*Harry,,
164.0,1 weeks,A680705,Cat,Domestic Shorthair Mix,Black/White,2014-05-28,6/6/2014 14:39,2014-06-06T14:39:00,Partner,Transfer,Intact Male,30.31091243,-97.34131021,1.372916667,,,
165.0,3 years,A749468,Cat,Domestic Shorthair Mix,Orange Tabby,2014-05-15,5/26/2017 18:56,2017-05-26T18:56:00,Snr,Transfer,Neutered Male,30.6481838,-97.29247126,158.2555556,,,
166.0,2 years,A742094,Other,Bat Mix,Brown,2015-01-14,1/15/2017 8:57,2017-01-15T08:57:00,Rabies Risk,Euthanasia,Unknown,30.76216703,-97.34025935,104.6247024,,,
167.0,3 years,A715876,Dog,German Shepherd Mix,Black/Tan,2012-11-11,11/25/2015 11:49,2015-11-25T11:49:00,,Adoption,Spayed Female,30.46232364,-97.49213469,158.4989087,Precious,,
168.0,1 year,A709833,Cat,Domestic Shorthair Mix,Blue/White,2014-08-13,8/14/2015 9:00,2015-08-14T09:00:00,SCRP,Transfer,Unknown,30.27863656,-97.37947218,52.33928571,,,
169.0,2 months,A706256,Dog,German Shepherd Mix,Tan,2015-04-30,7/2/2015 17:40,2015-07-02T17:40:00,,Adoption,Neutered Male,30.28475734,-97.32908816,9.10515873,*Groot,,
170.0,4 months,A732728,Cat,Domestic Shorthair Mix,Black,2016-04-12,8/13/2016 16:42,2016-08-13T16:42:00,Partner,Transfer,Intact Male,30.39929667,-97.28174277,17.67083333,,,
171.0,5 months,A711243,Cat,Domestic Shorthair Mix,Cream Tabby,2015-04-04,9/5/2015 9:00,2015-09-05T09:00:00,SCRP,Transfer,Intact Male,30.53490013,-97.27882834,22.05357143,,,
172.0,1 month,A692638,Dog,Australian Cattle Dog Mix,Blue Merle,2014-10-13,12/8/2014 18:30,2014-12-08T18:30:00,Foster,Adoption,Spayed Female,30.67333994,-97.62242819,8.110119048,,,
173.0,1 year,A684424,Cat,Domestic Shorthair Mix,Black,2013-07-23,7/26/2014 11:43,2014-07-26T11:43:00,Partner,Transfer,Intact Female,30.28629453,-97.36099559,52.64117063,Midnight,,
174.0,2 months,A680005,Dog,Australian Kelpie Mix,Tan/Black,2014-03-29,6/1/2014 18:16,2014-06-01T18:16:00,,Adoption,Neutered Male,30.33304315,-97.39934116,9.251587302,,,
175.0,2 years,A622351,Dog,Chihuahua Shorthair Mix,Brown,2011-08-19,2/24/2014 11:17,2014-02-24T11:17:00,Partner,Transfer,Intact Male,30.28053463,-97.72932469,131.4957341,Alvin,,
176.0,7 years,A565498,Dog,Rottweiler/Labrador Retriever,Black/Tan,2007-01-25,2/5/2014 15:49,2014-02-05T15:49:00,,Return to Owner,Neutered Male,30.33252145,-97.34082276,366.9512897,Dukey,,
177.0,1 year,A673261,Dog,German Shepherd/Doberman Pinsch,Black/Tan,2013-02-21,4/27/2014 16:02,2014-04-27T16:02:00,,Adoption,Neutered Male,30.44358528,-97.24672573,61.52400794,Danny,,
178.0,1 month,A752260,Other,Raccoon Mix,Gray/Black,2017-04-20,6/20/2017 14:06,2017-06-20T14:06:00,Medical,Euthanasia,Unknown,30.52088368,-97.38291113,8.798214286,,,
179.0,2 months,A694422,Cat,Domestic Shorthair Mix,Calico,2014-11-15,1/24/2015 11:39,2015-01-24T11:39:00,Partner,Transfer,Spayed Female,30.39964529,-97.67599041,10.06934524,*Calla,,
180.0,5 years,A661631,Dog,Yorkshire Terrier/Yorkshire Terrier,Brown,2011-08-22,3/4/2017 18:14,2017-03-04T18:14:00,,Adoption,Neutered Male,30.52787152,-97.52451282,288.8228175,Peke,,
181.0,2 months,A702839,Cat,Domestic Shorthair Mix,Tortie,2015-04-18,7/18/2015 16:47,2015-07-18T16:47:00,Foster,Adoption,Spayed Female,30.40128963,-97.26853051,13.09990079,*Tort,,
182.0,1 year,A755069,Other,Bat,Brown,2016-07-28,7/31/2017 9:48,2017-07-31T09:48:00,Rabies Risk,Euthanasia,Unknown,30.35055168,-97.62907391,52.6297619,,,
183.0,2 years,A743493,Dog,Great Dane Mix,Black,2014-06-02,2/11/2017 15:18,2017-02-11T15:18:00,,Return to Owner,Neutered Male,30.28973518,-97.30774743,140.8053571,King,,
184.0,1 month,A751734,Cat,Domestic Shorthair Mix,Blue,2017-05-05,6/18/2017 17:24,2017-06-18T17:24:00,Partner,Transfer,Intact Female,30.64536484,-97.47681018,6.389285714,*Hannah,,
185.0,2 years,A716081,Dog,Pomeranian Mix,Buff,2013-11-13,12/2/2015 0:00,2015-12-02T00:00:00,Partner,Transfer,Intact Male,30.52456379,-97.40271571,107,Baby Bear,,
186.0,2 years,A686576,Dog,Labrador Retriever Mix,Buff,2012-08-23,8/27/2014 16:04,2014-08-27T16:04:00,Partner,Transfer,Spayed Female,30.61499082,-97.44035894,104.9527778,,,
187.0,1 year,A705201,Dog,Cardigan Welsh Corgi Mix,White,2014-06-14,6/28/2015 17:51,2015-06-28T17:51:00,,Adoption,Spayed Female,30.59353476,-97.60560951,54.24910714,Daisy,,
188.0,3 years,A733000,Other,Bat,Brown,2013-08-16,8/16/2016 9:03,2016-08-16T09:03:00,Rabies Risk,Euthanasia,Unknown,30.65727471,-97.49923897,156.6252976,,,
189.0,1 year,A719360,Dog,Labrador Retriever Mix,Black/White,2015-11-18,7/16/2017 23:09,2017-07-16T23:09:00,,Adoption,Neutered Male,30.31503893,-97.6910306,86.70922619,Champ,,
190.0,7 years,A726037,Dog,Chinese Sharpei Mix,Brown Brindle,2009-05-05,5/5/2016 13:37,2016-05-05T13:37:00,,Return to Owner,Spayed Female,30.70041254,-97.25586156,365.3667659,Rocca,,
191.0,8 months,A736057,Cat,Domestic Shorthair Mix,Blue Tabby,2016-03-03,11/26/2016 14:27,2016-11-26T14:27:00,Partner,Transfer,Neutered Male,30.32222733,-97.57932021,38.37172619,Devin,,
192.0,3 years,A684915,Dog,Maltese Mix,White,2011-07-30,8/6/2014 18:50,2014-08-06T18:50:00,,Adoption,Neutered Male,30.43146859,-97.41990509,157.6835317,*Yogi,,
193.0,2 months,A728227,Dog,Pit Bull Mix,Brown,2016-04-01,6/6/2016 15:04,2016-06-06T15:04:00,,Adoption,Spayed Female,30.72935849,-97.64203111,9.518253968,,,
194.0,1 year,A686233,Cat,Domestic Shorthair Mix,Blue Tabby/White,2013-02-18,10/14/2014 14:52,2014-10-14T14:52:00,Partner,Transfer,Neutered Male,30.61534186,-97.67269395,86.23134921,Marvin,,
195.0,1 year,A763060,Dog,Pit Bull Mix,White,2016-12-02,1/9/2018 17:46,2018-01-09T17:46:00,Foster,Adoption,Spayed Female,30.32705511,-97.6846677,57.67718254,*Cambria,,
196.0,1 year,A750139,Cat,Domestic Shorthair Mix,Black,2015-11-23,6/9/2017 12:52,2017-06-09T12:52:00,Partner,Transfer,Neutered Male,30.52836194,-97.54050738,80.64801587,,,
197.0,2 years,A758439,Dog,Staffordshire Mix,Fawn,2015-09-16,11/16/2017 11:10,2017-11-16T11:10:00,,Adoption,Spayed Female,30.50737861,-97.44443933,113.2093254,Bae,,
198.0,8 years,A758897,Dog,Miniature Pinscher Mix,Black,2009-09-23,9/24/2017 14:50,2017-09-24T14:50:00,Partner,Transfer,Intact Female,30.42744025,-97.6948322,417.6597222,Dumpling,,
199.0,2 years,A675506,Cat,Domestic Shorthair Mix,Black,2012-03-28,4/1/2014 13:21,2014-04-01T13:21:00,,Return to Owner,Neutered Male,30.55214211,-97.52728008,104.9366071,Justice,,
200.0,5 years,A765802,Cat,Domestic Longhair Mix,Black/White,2013-01-27,1/31/2018 18:05,2018-01-31T18:05:00,Snr,Transfer,Neutered Male,30.73704834,-97.59023938,261.5362103,,,
201.0,6 years,A548770,Cat,Domestic Shorthair Mix,Orange Tabby/White,2007-07-05,11/5/2013 15:19,2013-11-05T15:19:00,Rabies Risk,Euthanasia,Neutered Male,30.36032346,-97.38523969,330.8054563,Firecat,,
202.0,1 year,A739227,Cat,Domestic Shorthair Mix,Gray/White,2015-11-29,11/30/2016 9:00,2016-11-30T09:00:00,SCRP,Transfer,Intact Female,30.57220289,-97.59333187,52.48214286,,,
203.0,5 years,A670612,Dog,Beagle,Brown/White,2011-09-04,11/18/2016 14:08,2016-11-18T14:08:00,,Return to Owner,Intact Female,30.269928,-97.71110784,271.7984127,Sheila,,
204.0,3 years,A675567,Dog,Siberian Husky Mix,Black/White,2010-11-24,3/30/2014 8:56,2014-03-30T08:56:00,,Return to Owner,Spayed Female,30.53735617,-97.50347425,174.6246032,Lola,,
205.0,2 months,A707763,Cat,Domestic Shorthair Mix,Cream Tabby,2015-04-26,7/19/2015 13:48,2015-07-19T13:48:00,Foster,Adoption,Spayed Female,30.31920515,-97.61177001,12.08214286,Tinkerbell,,
206.0,1 year,A733433,Other,Bat,Black/Brown,2015-08-21,8/21/2016 16:42,2016-08-21T16:42:00,Rabies Risk,Euthanasia,Unknown,30.27045784,-97.65667539,52.38511905,,,
207.0,4 weeks,A679691,Other,Bat,Brown/Black,2014-04-24,5/25/2014 9:38,2014-05-25T09:38:00,In Kennel,Died,Unknown,30.36881794,-97.65976702,4.485912698,,,
208.0,1 year,A762373,Dog,Pit Bull Mix,Brown Brindle/Black,2016-11-19,11/19/2017 14:29,2017-11-19T14:29:00,,Return to Owner,Intact Female,30.36235403,-97.25965426,52.22906746,Tiny,,
209.0,5 years,A718671,Cat,Domestic Shorthair Mix,Blue Tabby,2011-01-04,1/11/2016 18:49,2016-01-11T18:49:00,,Adoption,Neutered Male,30.4085971,-97.26382992,261.9691468,Boris,,
210.0,3 years,A707346,Dog,Chihuahua Shorthair Mix,Chocolate/White,2012-07-11,7/15/2015 12:12,2015-07-15T12:12:00,,Adoption,Spayed Female,30.30499726,-97.3410131,157.072619,*Elsie,,
211.0,1 year,A713751,Cat,Domestic Medium Hair Mix,Brown Tabby,2014-10-12,10/21/2015 13:37,2015-10-21T13:37:00,Partner,Transfer,Neutered Male,30.49858975,-97.72092239,53.50962302,Big Boy,,
212.0,2 years,A761025,Dog,Catahoula Mix,Tan/Black,2015-10-27,1/14/2018 17:15,2018-01-14T17:15:00,,Adoption,Neutered Male,30.66618673,-97.62632748,115.8169643,*Glacier,,
213.0,1 year,A670923,Dog,Pit Bull Mix,Brown Brindle,2012-03-22,2/6/2014 14:01,2014-02-06T14:01:00,Behavior,Euthanasia,Spayed Female,30.73863238,-97.66435679,98.08343254,Kayna,,
214.0,10 months,A669721,Cat,Domestic Shorthair Mix,Calico,2013-02-26,12/30/2013 16:30,2013-12-30T16:30:00,,Adoption,Spayed Female,30.44043887,-97.54281088,43.95535714,*Peach,,
215.0,4 days,A697914,Cat,Domestic Shorthair Mix,Black/White,2015-02-27,3/3/2015 17:08,2015-03-03T17:08:00,Partner,Transfer,Unknown,30.42335024,-97.66366488,0.673412698,,,
216.0,1 year,A694785,Dog,German Shepherd Mix,Tan,2014-01-11,2/11/2015 12:32,2015-02-11T12:32:00,Partner,Transfer,Neutered Male,30.28138213,-97.2744914,56.64603175,Zazu,,
217.0,3 years,A759872,Cat,Domestic Shorthair Mix,White/Brown Tabby,2014-10-08,10/13/2017 19:09,2017-10-13T19:09:00,Snr,Transfer,Spayed Female,30.3997136,-97.54256116,157.3997024,,,
218.0,2 months,A687188,Dog,Pit Bull Mix,White,2014-06-17,9/6/2014 18:10,2014-09-06T18:10:00,,Adoption,Spayed Female,30.53753481,-97.59482018,11.67956349,*Miss Sally,,
219.0,3 months,A751403,Cat,Domestic Shorthair Mix,Blue Tabby,2017-03-07,7/1/2017 17:16,2017-07-01T17:16:00,,Adoption,Spayed Female,30.30693765,-97.71769557,16.67420635,*Genevieve,,
220.0,2 months,A752614,Cat,Domestic Shorthair Mix,Orange Tabby/White,2017-05-09,8/7/2017 18:14,2017-08-07T18:14:00,,Adoption,Neutered Male,30.45569098,-97.25727152,12.9656746,*Matt,,
221.0,2 years,A706341,Dog,Chihuahua Shorthair Mix,Black/White,2013-06-27,7/8/2015 15:14,2015-07-08T15:14:00,Partner,Transfer,Intact Female,30.62645852,-97.54006587,105.9478175,*Meg,,
222.0,2 years,A741975,Dog,Dachshund Mix,Brown/White,2015-01-12,1/13/2017 14:08,2017-01-13T14:08:00,,Return to Owner,Neutered Male,30.47487031,-97.28914783,104.6555556,Major,,
223.0,2 years,A667041,Dog,Carolina Dog Mix,White/Black,2011-11-11,2/3/2014 12:45,2014-02-03T12:45:00,,Adoption,Spayed Female,30.44616661,-97.47497993,116.5044643,Ethyl,,
224.0,2 years,A664931,Dog,Rat Terrier Mix,White/Brown,2012-10-11,12/4/2014 15:43,2014-12-04T15:43:00,,Return to Owner,Neutered Male,30.67528029,-97.55918827,112.0935516,Chester,,
225.0,2 years,A760262,Dog,Chihuahua Shorthair Mix,Black/Brown,2015-10-15,10/20/2017 10:04,2017-10-20T10:04:00,Partner,Transfer,Spayed Female,30.57680811,-97.54059793,105.2027778,*Betty,,
226.0,1 month,A682578,Dog,Miniature Poodle Mix,Black/White,2014-06-16,7/23/2014 16:02,2014-07-23T16:02:00,Partner,Transfer,Intact Female,30.35922992,-97.32395515,5.381150794,,,
227.0,2 months,A694291,Cat,Domestic Shorthair Mix,Orange Tabby,2014-10-24,1/9/2015 13:27,2015-01-09T13:27:00,Partner,Transfer,Intact Male,30.71572076,-97.31447301,11.08005952,*Larry,,
228.0,4 days,A686621,Cat,Domestic Shorthair Mix,Black/White,2014-08-20,8/24/2014 15:42,2014-08-24T15:42:00,Partner,Transfer,Intact Female,30.482402,-97.24619396,0.664880952,,,
229.0,1 year,A669415,Dog,Chihuahua Shorthair Mix,Brown/White,2012-06-20,12/29/2013 13:39,2013-12-29T13:39:00,,Adoption,Neutered Male,30.64852616,-97.69994254,79.65267857,,,
230.0,1 year,A720018,Dog,Pit Bull Mix,Brown Brindle/White,2015-02-01,2/16/2016 17:10,2016-02-16T17:10:00,,Adoption,Intact Female,30.7561854,-97.45821165,54.38789683,Ripley,,
231.0,3 weeks,A702969,Cat,Domestic Shorthair Mix,Black/White,2015-04-27,5/22/2015 14:19,2015-05-22T14:19:00,Partner,Transfer,Intact Female,30.43026234,-97.71861007,3.656646825,*Briana,,
232.0,1 month,A747673,Cat,Domestic Shorthair Mix,Brown Tabby,2017-03-20,4/25/2017 15:38,2017-04-25T15:38:00,Partner,Transfer,Intact Male,30.5196423,-97.30401013,5.235912698,*Benny,,
233.0,9 months,A700847,Dog,German Shepherd Mix,Brown/Black,2014-07-20,4/25/2015 16:29,2015-04-25T16:29:00,Partner,Transfer,Intact Female,30.42391147,-97.4399382,39.95525794,,,
234.0,2 years,A734683,Dog,Golden Retriever,Red,2014-09-11,9/15/2016 11:24,2016-09-15T11:24:00,Partner,Transfer,Spayed Female,30.48611496,-97.26911619,105.0678571,Sapphire,,
235.0,2 months,A669543,Dog,Labrador Retriever/German Shepherd,Chocolate,2013-10-22,12/24/2013 15:41,2013-12-24T15:41:00,,Adoption,Neutered Male,30.57207233,-97.59607345,9.093353175,Harley,,
236.0,2 months,A693174,Cat,Domestic Shorthair Mix,Torbie/White,2014-09-18,12/13/2014 17:28,2014-12-13T17:28:00,,Adoption,Intact Female,30.30521851,-97.63288134,12.38968254,*Sally,,
237.0,2 months,A726753,Cat,Domestic Shorthair Mix,Brown Tabby,2016-03-14,5/28/2016 15:43,2016-05-28T15:43:00,Partner,Transfer,Neutered Male,30.62759528,-97.54437515,10.8078373,*Bobby,,
238.0,6 months,A749267,Dog,Whippet/Plott Hound,Brown Brindle,2016-11-12,5/19/2017 15:34,2017-05-19T15:34:00,Partner,Transfer,Spayed Female,30.28399125,-97.488195,26.94980159,*Kewi,,
239.0,6 years,A739522,Dog,Pekingese Mix,Cream/White,2010-08-14,12/14/2016 18:02,2016-12-14T18:02:00,,Return to Owner,Neutered Male,30.45747484,-97.70847253,330.6787698,Pudgie,,
240.0,2 years,A738335,Cat,Domestic Shorthair Mix,Brown Tabby,2014-11-13,12/9/2016 15:59,2016-12-09T15:59:00,Partner,Transfer,Neutered Male,30.3297663,-97.35046539,108.237996,Newman,,
241.0,1 year,A744242,Dog,Miniature Schnauzer Mix,White,2016-02-25,3/8/2017 12:36,2017-03-08T12:36:00,,Return to Owner,Intact Male,30.31817813,-97.28184102,53.93214286,Jack,,
242.0,1 year,A690158,Cat,Domestic Shorthair Mix,Blue,2013-10-15,10/20/2014 9:00,2014-10-20T09:00:00,SCRP,Transfer,Intact Male,30.42936457,-97.27572499,52.91071429,,,
243.0,8 months,A756917,Dog,Labrador Retriever Mix,Black/White,2016-12-27,9/7/2017 14:37,2017-09-07T14:37:00,,Adoption,Spayed Female,30.45787113,-97.38934098,36.37271825,Kellsie,,
244.0,2 years,A707614,Dog,Pit Bull Mix,Black/White,2013-07-15,7/24/2015 17:34,2015-07-24T17:34:00,,Return to Owner,Neutered Male,30.63312479,-97.54884758,105.6759921,Cayenne,,
245.0,2 years,A736385,Dog,Brittany Mix,Tan/White,2014-10-09,10/10/2016 12:52,2016-10-10T12:52:00,,Return to Owner,Spayed Female,30.62748951,-97.48956012,104.6480159,Beretta,,
246.0,2 months,A734600,Cat,Domestic Shorthair Mix,Brown Tabby,2016-08-24,11/11/2016 18:45,2016-11-11T18:45:00,,Adoption,Neutered Male,30.63881629,-97.29372611,11.39732143,*Denny,,
247.0,2 years,A744959,Dog,Chihuahua Shorthair Mix,Tan,2015-03-10,4/3/2017 16:01,2017-04-03T16:01:00,Partner,Transfer,Neutered Male,30.59797959,-97.49705293,107.9524802,*George,,
248.0,1 year,A760012,Cat,Domestic Shorthair Mix,Calico,2016-10-11,10/16/2017 12:45,2017-10-16T12:45:00,Snr,Transfer,Intact Female,30.71355426,-97.29844529,52.93303571,,,
249.0,7 years,A666693,Dog,American Bulldog,White/Brown Brindle,2006-11-06,2/17/2014 12:38,2014-02-17T12:38:00,,Adoption,Spayed Female,30.57789901,-97.41832976,380.0751984,Daisy,,
250.0,14 years,A748160,Dog,Labrador Retriever Mix,Black/White,2003-05-02,5/2/2017 14:52,2017-05-02T14:52:00,,Return to Owner,Spayed Female,30.48710107,-97.60891707,730.6599206,Applez,,
251.0,4 months,A664583,Cat,Domestic Medium Hair Mix,Black/White,2013-06-05,10/7/2013 16:01,2013-10-07T16:01:00,SCRP,Transfer,Unknown,30.37032522,-97.37709849,17.80962302,,,
252.0,2 years,A742114,Cat,Domestic Shorthair Mix,Brown Tabby,2015-01-15,7/1/2017 11:44,2017-07-01T11:44:00,,Adoption,Neutered Male,30.56636584,-97.72321903,128.3555556,Jones,,
253.0,3 months,A733428,Cat,Domestic Medium Hair Mix,Blue Tabby,2016-05-30,9/17/2016 14:10,2016-09-17T14:10:00,,Adoption,Neutered Male,30.64270548,-97.53963927,15.79861111,*Hamilton,,
254.0,1 year,A736336,Dog,Siberian Husky Mix,White/Black,2015-10-09,10/9/2016 15:29,2016-10-09T15:29:00,,Return to Owner,Intact Female,30.41347943,-97.67194477,52.37787698,Sasha,,
